ROW_ID,ICD10_CODE_CN,ICD10_CODE,TITLE_CN,TITLE
22011,S92.201,S92.2,骰骨骨折,Fracture of other tarsal bone(s)
22012,S92.202,S92.2,楔状骨骨折,Fracture of other tarsal bone(s)
22013,S92.203,S92.2,舟状骨骨折,Fracture of other tarsal bone(s)
22014,S92.210,S92.2,开放性特指跗骨骨折,Fracture of other tarsal bone(s)
22015,S92.300,S92.3,跖骨骨折,Fracture of metatarsal bone
22016,S92.301,S92.3,跖骨骨折,Fracture of metatarsal bone
22017,S92.310,S92.3,开放性跖骨骨折,Fracture of metatarsal bone
22018,S92.400,S92.4,拇趾骨折,Fracture of great toe
22019,S92.410,S92.4,开放性拇趾骨折,Fracture of great toe
22020,S92.500,S92.5,特指趾骨骨折,Fracture of other toe
22021,S92.501,S92.5,趾骨骨折,Fracture of other toe
22022,S92.510,S92.5,开放性特指趾骨骨折,Fracture of other toe
22023,S92.511,S92.5,趾骨开放性骨折,Fracture of other toe
22024,S92.700,S92.7,多发性足骨折,Multiple fractures of foot
22025,S92.710,S92.7,开放性多发性足骨折,Multiple fractures of foot
22026,S92.900,S92.9,足骨折,"Fracture of foot, unspecified"
22027,S92.910,S92.9,开放性足骨折,"Fracture of foot, unspecified"
22028,S93.000,S93.0,踝关节脱位,Dislocation of ankle joint
22029,S93.001,S93.0,踝关节半脱位,Dislocation of ankle joint
22030,S93.002,S93.0,踝关节脱位,Dislocation of ankle joint
22031,S93.003,S93.0,胫腓远端关节脱位,Dislocation of ankle joint
22032,S93.004,S93.0,踝关节开放性脱位,Dislocation of ankle joint
22033,S93.005,S93.0,胫腓关节脱位,Dislocation of ankle joint
22034,S93.100,S93.1,足趾脱位,Dislocation of toe(s)
22035,S93.101,S93.1,趾关节脱位,Dislocation of toe(s)
22036,S93.102,S93.1,跖趾关节半脱位,Dislocation of toe(s)
22037,S93.103,S93.1,跖趾关节脱位,Dislocation of toe(s)
22038,S93.200,S93.2,踝和足韧带破裂,Rupture of ligaments at ankle and foot level
22039,S93.300,S93.3,足特指部位脱位,Dislocation of other and unspecified parts of foot
22040,S93.301,S93.3,舟骨周脱位,Dislocation of other and unspecified parts of foot
22041,S93.302,S93.3,跖骨脱位,Dislocation of other and unspecified parts of foot
22042,S93.303,S93.3,足舟骨脱位,Dislocation of other and unspecified parts of foot
22043,S93.400,S93.4,踝扭伤和劳损,Sprain and strain of ankle
22044,S93.401,S93.4,踝关节扭伤,Sprain and strain of ankle
22045,S93.402,S93.4,胫腓韧带撕裂,Sprain and strain of ankle
22046,S93.403,S93.4,三角韧带断裂,Sprain and strain of ankle
22047,S93.404,S93.4,三角韧带扭伤,Sprain and strain of ankle
22048,S93.405,S93.4,胫腓韧带远端撕裂,Sprain and strain of ankle
22049,S93.500,S93.5,足趾扭伤和劳损,Sprain and strain of toe(s)
22050,S93.600,S93.6,足特指部位扭伤和劳损,Sprain and strain of other and unspecified parts of foot
22051,S93.601,S93.6,足扭伤,Sprain and strain of other and unspecified parts of foot
22052,S94.000,S94.0,足底外侧神经损伤,Injury of lateral plantar nerve
22053,S94.100,S94.1,足底内侧神经损伤,Injury of medial plantar nerve
22054,S94.200,S94.2,踝和足水平腓深神经损伤,Injury of deep peroneal nerve at ankle and foot level
22055,S94.300,S94.3,踝和足水平皮感觉神经损伤,Injury of cutaneous sensory nerve at ankle and foot level
22056,S94.700,S94.7,踝和足水平多神经损伤,Injury of multiple nerves at ankle and foot level
22057,S94.800,S94.8,踝和足水平特指神经损伤,Injury of other nerves at ankle and foot level
22058,S94.900,S94.9,踝和足水平神经损伤,Injury of unspecified nerve at ankle and foot level
22059,S95.000,S95.0,足背动脉损伤,Injury of dorsal artery of foot
22060,S95.100,S95.1,足底动脉损伤,Injury of plantar artery of foot
22061,S95.200,S95.2,足背静脉损伤,Injury of dorsal vein of foot
22062,S95.700,S95.7,踝和足水平多发性血管损伤,Injury of multiple blood vessels at ankle and foot level
22063,S95.800,S95.8,踝和足水平特指血管损伤,Injury of other blood vessels at ankle and foot level
22064,S95.900,S95.9,踝和足水平血管损伤,Injury of unspecified blood vessel at ankle and foot level
22065,S96.000,S96.0,踝和足水平趾长屈肌和肌腱损伤,Injury of muscle and tendon of long flexor muscle of toe at ankle and foot level
22066,S96.100,S96.1,踝和足水平趾长伸肌和肌腱损伤,Injury of muscle and tendon of long extensor muscle of toe at ankle and foot level
22067,S96.101,S96.1,足拇长伸肌腱断裂,Injury of muscle and tendon of long extensor muscle of toe at ankle and foot level
22068,S96.102,S96.1,趾伸肌腱断裂,Injury of muscle and tendon of long extensor muscle of toe at ankle and foot level
22069,S96.200,S96.2,踝和足水平内在肌和肌腱损伤,Injury of intrinsic muscle and tendon at ankle and foot level
22070,S96.700,S96.7,踝和足水平多发性肌肉损伤,Injury of multiple muscles and tendons at ankle and foot level
22071,S96.701,S96.7,踝和足水平多发性肌腱损伤,Injury of multiple muscles and tendons at ankle and foot level
22072,S96.800,S96.8,踝和足水平特指肌肉和肌腱损伤,Injury of other muscles and tendons at ankle and foot level
22073,S96.801,S96.8,趾肌腱断裂,Injury of other muscles and tendons at ankle and foot level
22074,S96.900,S96.9,踝和足水平肌肉和肌腱损伤,Injury of unspecified muscle and tendon at ankle and foot level
22075,S96.901,S96.9,足外伤累及肌腱,Injury of unspecified muscle and tendon at ankle and foot level
22076,S96.903,S96.9,趾外伤累及肌腱,Injury of unspecified muscle and tendon at ankle and foot level
22077,S97.000,S97.0,踝挤压伤,Crushing injury of ankle
22078,S97.100,S97.1,足趾挤压伤,Crushing injury of toe(s)
22079,S97.800,S97.8,踝和足特指部位挤压伤,Crushing injury of other parts of ankle and foot
22080,S97.801,S97.8,足部碾挫伤,Crushing injury of other parts of ankle and foot
22081,S97.802,S97.8,下肢碾压伤,Crushing injury of other parts of ankle and foot
22082,S98.000,S98.0,创伤性踝切断,Traumatic amputation of foot at ankle level
22083,S98.100,S98.1,创伤性足趾切断,Traumatic amputation of one toe
22084,S98.200,S98.2,创伤性多个足趾切断,Traumatic amputation of two or more toes
22085,S98.300,S98.3,创伤性足特指部位切断,Traumatic amputation of other parts of foot
22086,S98.400,S98.4,创伤性足切断,"Traumatic amputation of foot, level unspecified"
22087,S99.700,S99.7,多发性踝和足损伤,Multiple injuries of ankle and foot
22088,S99.800,S99.8,踝和足特指损伤,Other specified injuries of ankle and foot
22089,S99.900,S99.9,踝和足损伤,Unspecified injury of ankle and foot
22090,T00.000,T00.0,头部伴颈部浅表损伤,Superficial injuries involving head with neck
22091,T00.100,T00.1,胸部伴腹部、下背和骨盆浅表损伤,"Superficial injuries involving thorax with abdomen, lower back and pelvis"
22092,T00.200,T00.2,多发性上肢浅表损伤,Superficial injuries involving multiple regions of upper limb(s)
22093,T00.300,T00.3,多发性下肢浅表损伤,Superficial injuries involving multiple regions of lower limb(s)
22094,T00.600,T00.6,多发性上肢伴下肢浅表损伤,Superficial injuries involving multiple regions of upper limb(s) with lower limb(s)
22095,T00.800,T00.8,身体特指复合部位浅表损伤,Superficial injuries involving other combinations of body regions
22096,T00.900,T00.9,多处浅表损伤,"Multiple superficial injuries, unspecified"
22097,T00.901,T00.9,多处挫伤,"Multiple superficial injuries, unspecified"
22098,T00.902,T00.9,多处皮肤破损,"Multiple superficial injuries, unspecified"
22099,T01.000,T01.0,开放性头部伴颈部损伤,Open wounds involving head with neck
22100,T01.100,T01.1,胸部伴腹部、下背和骨盆开放性伤口,"Open wounds involving thorax with abdomen, lower back and pelvis"
22101,T01.101,T01.1,开放性胸腹损伤,"Open wounds involving thorax with abdomen, lower back and pelvis"
22102,T01.200,T01.2,开放性多发性上肢损伤,Open wounds involving multiple regions of upper limb(s)
22103,T01.300,T01.3,累及下肢多个部位的开放性伤口,Open wounds involving multiple regions of lower limb(s)
22104,T01.301,T01.3,下肢皮肤套脱伤,Open wounds involving multiple regions of lower limb(s)
22105,T01.302,T01.3,下肢多处裂伤,Open wounds involving multiple regions of lower limb(s)
22106,T01.600,T01.6,开放性多发性上肢伴下肢损伤,Open wounds involving multiple regions of upper limb(s) with lower limb(s)
22107,T01.800,T01.8,开放性特指复合身体部位损伤,Open wounds involving other combinations of body regions
22108,T01.900,T01.9,开放性多发性损伤,"Multiple open wounds, unspecified"
22109,T01.901,T01.9,多处开放性外伤,"Multiple open wounds, unspecified"
22110,T01.902,T01.9,多发性动物咬伤,"Multiple open wounds, unspecified"
22111,T01.903,T01.9,多发性切割伤,"Multiple open wounds, unspecified"
22112,T01.904,T01.9,多发性撕裂伤,"Multiple open wounds, unspecified"
22113,T02.000,T02.0,头部伴颈部骨折,Fractures involving head with neck
22114,T02.010,T02.0,开放性头部伴颈部骨折,Fractures involving head with neck
22115,T02.100,T02.1,多发性躯干骨折,Fractures involving thorax with lower back and pelvis
22116,T02.110,T02.1,开放性多发性躯干骨折,Fractures involving thorax with lower back and pelvis
22117,T02.200,T02.2,多发性单上肢骨折,Fractures involving multiple regions of one upper limb
22118,T02.210,T02.2,开放性多发性单上肢骨折,Fractures involving multiple regions of one upper limb
22119,T02.300,T02.3,多发性单下肢骨折,Fractures involving multiple regions of one lower limb
22120,T02.310,T02.3,开放性多发性单下肢骨折,Fractures involving multiple regions of one lower limb
22121,T02.400,T02.4,多发性双上肢骨折,Fractures involving multiple regions of both upper limbs
22122,T02.410,T02.4,开放性多发性双上肢骨折,Fractures involving multiple regions of both upper limbs
22123,T02.500,T02.5,多发性双下肢骨折,Fractures involving multiple regions of both lower limbs
22124,T02.510,T02.5,开放性多发性双下肢骨折,Fractures involving multiple regions of both lower limbs
22125,T02.600,T02.6,多发性上肢伴有下肢骨折,Fractures involving multiple regions of upper limb(s) with lower limb(s)
22126,T02.610,T02.6,开放性多发性肢体骨折,Fractures involving multiple regions of upper limb(s) with lower limb(s)
22127,T02.700,T02.7,胸部伴有下背和骨盆及四肢骨折,Fractures involving thorax with lower back and pelvis with limb(s)
22128,T02.702,T02.7,下肢骨折伴上肢,Fractures involving thorax with lower back and pelvis with limb(s)
22129,T02.710,T02.7,开放性胸部伴有下背和骨盆及四肢骨折,Fractures involving thorax with lower back and pelvis with limb(s)
22130,T02.800,T02.8,身体特指复合部位骨折,Fractures involving other combinations of body regions
22131,T02.801,T02.8,面骨伴下肢骨骨折,Fractures involving other combinations of body regions
22132,T02.810,T02.8,开放性身体特指复合部位骨折,Fractures involving other combinations of body regions
22133,T02.900,T02.9,多发性骨折,"Multiple fractures, unspecified"
22134,T02.901,T02.9,多发性骨化,"Multiple fractures, unspecified"
22135,T02.910,T02.9,开放性多发性骨折,"Multiple fractures, unspecified"
22136,T03.000,T03.0,头部伴颈部脱位、扭伤和劳损,"Dislocations, sprains and strains involving head with neck"
22137,T03.100,T03.1,胸部伴下背和骨盆脱位、扭伤和劳损,"Dislocations, sprains and strains involving thorax with lower back and pelvis"
22138,T03.200,T03.2,上肢多个部位脱位、扭伤和劳损,"Dislocations, sprains and strains involving multiple regions of upper limb(s)"
22139,T03.300,T03.3,下肢多个部位脱位、扭伤和劳损,"Dislocations, sprains and strains involving multiple regions of lower limb(s)"
22140,T03.400,T03.4,上肢伴下肢多个部位脱位、扭伤和劳损,"Dislocations, sprains and strains involving multiple regions of upper limb(s) with lower limb(s)"
22141,T03.800,T03.8,身体特指复合部位脱位、扭伤和劳损,"Dislocations, sprains and strains involving other combinations of body regions"
22142,T03.900,T03.9,多发性脱位、扭伤和劳损,"Multiple dislocations, sprains and strains, unspecified"
22143,T04.000,T04.0,头部伴颈部挤压伤,Crushing injuries involving head with neck
22144,T04.100,T04.1,胸部伴腹部、下背和骨盆挤压伤,"Crushing injuries involving thorax with abdomen, lower back and pelvis"
22145,T04.200,T04.2,上肢多部位挤压伤,Crushing injuries involving multiple regions of upper limb(s)
22146,T04.300,T04.3,下肢多部位挤压伤,Crushing injuries involving multiple regions of lower limb(s)
22147,T04.400,T04.4,上肢伴下肢多部位挤压伤,Crushing injuries involving multiple regions of upper limb(s) with lower limb(s)
22148,T04.700,T04.7,胸部伴腹部、下背和骨盆及四肢挤压伤,"Crushing injuries of thorax with abdomen, lower back and pelvis with limb(s)"
22149,T04.800,T04.8,身体特指复合部位挤压伤,Crushing injuries involving other combinations of body regions
22150,T04.801,T04.8,全身性挤压伤,Crushing injuries involving other combinations of body regions
22151,T04.900,T04.9,多发性挤压伤,"Multiple crushing injuries, unspecified"
22152,T04.901,T04.9,多发性挤压伤,"Multiple crushing injuries, unspecified"
22153,T05.000,T05.0,双手创伤性切断,Traumatic amputation of both hands
22154,T05.001,T05.0,陈旧性肌肉撕裂,Traumatic amputation of both hands
22155,T05.100,T05.1,创伤性一只手和另一臂切断,"Traumatic amputation of one hand and other arm [any level, except hand]"
22156,T05.200,T05.2,双臂创伤性切断[任何水平],Traumatic amputation of both arms [any level]
22157,T05.300,T05.3,双足创伤性切断,Traumatic amputation of both feet
22158,T05.400,T05.4,创伤性一只足和另一小腿切断,"Traumatic amputation of one foot and other leg [any level, except foot]"
22159,T05.500,T05.5,双小腿创伤性切断[任何水平],Traumatic amputation of both legs [any level]
22160,T05.600,T05.6,创伤性上肢和下肢切断,"Traumatic amputation of upper and lower limbs, any combination [any level]"
22161,T05.800,T05.8,创伤性身体特指复合部位切断,Traumatic amputations involving other combinations of body regions
22162,T05.900,T05.9,创伤性多发性切断,"Multiple traumatic amputations, unspecified"
22163,T06.000,T06.0,颅脑神经损伤伴颈水平神经和脊髓损伤,Injuries of brain and cranial nerves with injuries of nerves and spinal cord at neck level
22164,T06.100,T06.1,多发性特指部位神经和脊髓损伤,Injuries of nerves and spinal cord involving other multiple body regions
22165,T06.101,T06.1,脊周围神经损伤,Injuries of nerves and spinal cord involving other multiple body regions
22166,T06.200,T06.2,多发性神经损伤,Injuries of nerves involving multiple body regions
22167,T06.300,T06.3,多发性血管损伤,Injuries of blood vessels involving multiple body regions
22168,T06.400,T06.4,多部位肌肉和肌腱损伤,Injuries of muscles and tendons involving multiple body regions
22169,T06.401,T06.4,多发性肌腱损伤,Injuries of muscles and tendons involving multiple body regions
22170,T06.500,T06.5,胸内器官伴有腹内和盆腔内器官损伤,Injuries of intrathoracic organs with intra-abdominal and pelvic organs
22171,T06.501,T06.5,多脏器损伤,Injuries of intrathoracic organs with intra-abdominal and pelvic organs
22172,T06.800,T06.8,多发性特指部位损伤,Other specified injuries involving multiple body regions
22173,T07.01,T07,多部位损伤,Unspecified multiple injuries
22174,T07.x00,T07,多发性损伤,Unspecified multiple injuries
22175,T08.01,T08,脊柱骨折伴截瘫,"Fracture of spine, level unspecified"
22176,T08.x00,T08,脊柱骨折,"Fracture of spine, level unspecified"
22177,T08.x10,T08,开放性脊柱骨折,"Fracture of spine, level unspecified"
22178,T09.000,T09.0,躯干浅表损伤,"Superficial injury of trunk, level unspecified"
22179,T09.100,T09.1,开放性躯干损伤,"Open wound of trunk, level unspecified"
22180,T09.200,T09.2,躯干关节和韧带脱位、扭伤和劳损,"Dislocation, sprain and strain of unspecified joint and ligament of trunk"
22181,T09.300,T09.3,脊髓损伤,"Injury of spinal cord, level unspecified"
22182,T09.301,T09.3,创伤性截瘫,"Injury of spinal cord, level unspecified"
22183,T09.400,T09.4,躯干神经、脊神经根和神经丛损伤,"Injury of unspecified nerve, spinal nerve root and plexus of trunk"
22184,T09.401,T09.4,脊周围神经损伤,"Injury of unspecified nerve, spinal nerve root and plexus of trunk"
22185,T09.500,T09.5,躯干肌肉和肌腱损伤,Injury of unspecified muscle and tendon of trunk
22186,T09.600,T09.6,创伤性躯干切断,"Traumatic amputation of trunk, level unspecified"
22187,T09.800,T09.8,躯干特指损伤,"Other specified injuries of trunk, level unspecified"
22188,T09.801,T09.8,神经挫伤,"Other specified injuries of trunk, level unspecified"
22189,T09.900,T09.9,躯干损伤,"Unspecified injury of trunk, level unspecified"
22190,T09.901,T09.9,胸壁异物,"Unspecified injury of trunk, level unspecified"
22191,T10.x00,T10,上肢骨折,"Fracture of upper limb, level unspecified"
22192,T10.x10,T10,开放性上肢骨折,"Fracture of upper limb, level unspecified"
22193,T11.000,T11.0,上肢浅表损伤,"Superficial injury of upper limb, level unspecified"
22194,T11.001,T11.0,上肢擦伤,"Superficial injury of upper limb, level unspecified"
22195,T11.100,T11.1,开放性上肢损伤,"Open wound of upper limb, level unspecified"
22196,T11.101,T11.1,上肢开放性外伤,"Open wound of upper limb, level unspecified"
22197,T11.102,T11.1,上肢撕脱伤,"Open wound of upper limb, level unspecified"
22198,T11.200,T11.2,上肢关节和韧带脱位、扭伤和劳损,"Dislocation, sprain and strain of unspecified joint and ligament of upper limb, level unspecified"
22199,T11.300,T11.3,上肢神经损伤,"Injury of unspecified nerve of upper limb, level unspecified"
22200,T11.400,T11.4,上肢血管损伤,"Injury of unspecified blood vessel of upper limb, level unspecified"
22201,T11.500,T11.5,上肢肌肉和肌腱损伤,"Injury of unspecified muscle and tendon of upper limb, level unspecified"
22202,T11.600,T11.6,创伤性上肢切断,"Traumatic amputation of upper limb, level unspecified"
22203,T11.800,T11.8,上肢特指损伤,"Other specified injuries of upper limb, level unspecified"
22204,T11.900,T11.9,上肢损伤,"Unspecified injury of upper limb, level unspecified"
22205,T12.x00,T12,下肢骨折,"Fracture of lower limb, level unspecified"
22206,T12.x10,T12,开放性下肢骨折,"Fracture of lower limb, level unspecified"
22207,T13.000,T13.0,下肢浅表损伤,"Superficial injury of lower limb, level unspecified"
22208,T13.001,T13.0,下肢血肿,"Superficial injury of lower limb, level unspecified"
22209,T13.100,T13.1,下肢开放性伤口,"Open wound of lower limb, level unspecified"
22210,T13.101,T13.1,下肢皮肤撕裂伤,"Open wound of lower limb, level unspecified"
22211,T13.200,T13.2,下肢关节和韧带脱位、扭伤和劳损,"Dislocation, sprain and strain of unspecified joint and ligament of lower limb, level unspecified"
22212,T13.201,T13.2,下肢关节和韧带脱位,"Dislocation, sprain and strain of unspecified joint and ligament of lower limb, level unspecified"
22213,T13.202,T13.2,下肢关节和韧带扭伤,"Dislocation, sprain and strain of unspecified joint and ligament of lower limb, level unspecified"
22214,T13.203,T13.2,下肢关节和韧带劳损,"Dislocation, sprain and strain of unspecified joint and ligament of lower limb, level unspecified"
22215,T13.300,T13.3,下肢神经损伤,"Injury of unspecified nerve of lower limb, level unspecified"
22216,T13.301,T13.3,下肢神经损伤,"Injury of unspecified nerve of lower limb, level unspecified"
22217,T13.400,T13.4,下肢血管损伤,"Injury of unspecified blood vessel of lower limb, level unspecified"
22218,T13.500,T13.5,下肢肌肉和肌腱的损伤,"Injury of unspecified muscle and tendon of lower limb, level unspecified"
22219,T13.501,T13.5,下肢肌肉损伤,"Injury of unspecified muscle and tendon of lower limb, level unspecified"
22220,T13.502,T13.5,下肢肌腱损伤,"Injury of unspecified muscle and tendon of lower limb, level unspecified"
22221,T13.600,T13.6,创伤性下肢切断,"Traumatic amputation of lower limb, level unspecified"
22222,T13.800,T13.8,下肢特指损伤,"Other specified injuries of lower limb, level unspecified"
22223,T13.900,T13.9,下肢损伤,"Unspecified injury of lower limb, level unspecified"
22224,T14.000,T14.0,浅表损伤,Superficial injury of unspecified body region
22225,T14.001,T14.0,皮肤挫伤,Superficial injury of unspecified body region
22226,T14.002,T14.0,无毒蜘蛛咬伤,Superficial injury of unspecified body region
22227,T14.003,T14.0,皮肤碾挫伤,Superficial injury of unspecified body region
22228,T14.100,T14.1,身体开放性伤口,Open wound of unspecified body region
22229,T14.101,T14.1,皮肤裂伤,Open wound of unspecified body region
22230,T14.200,T14.2,骨折,Fracture of unspecified body region
22231,T14.201,T14.2,开放性骨折,Fracture of unspecified body region
22232,T14.300,T14.3,脱位、扭伤和劳损,"Dislocation, sprain and strain of unspecified body region"
22233,T14.400,T14.4,神经损伤,Injury of nerve(s) of unspecified body region
22234,T14.500,T14.5,血管损伤,Injury of blood vessel(s) of unspecified body region
22235,T14.501,T14.5,创伤性动脉瘤,Injury of blood vessel(s) of unspecified body region
22236,T14.600,T14.6,肌腱和肌肉损伤,Injury of muscles and tendons of unspecified body region
22237,T14.601,T14.6,肌腱损伤,Injury of muscles and tendons of unspecified body region
22238,T14.602,T14.6,肌肉损伤,Injury of muscles and tendons of unspecified body region
22239,T14.700,T14.7,挤压伤和创伤性切断,Crushing injury and traumatic amputation of unspecified body region
22240,T14.701,T14.7,挤压伤,Crushing injury and traumatic amputation of unspecified body region
22241,T14.702,T14.7,创伤性切断,Crushing injury and traumatic amputation of unspecified body region
22242,T14.800,T14.8,特指损伤,Other injuries of unspecified body region
22243,T14.900,T14.9,损伤,"Injury, unspecified"
22244,T15.000,T15.0,角膜异物,Foreign body in cornea
22245,T15.001,T15.0,角膜异物,Foreign body in cornea
22246,T15.100,T15.1,结合膜囊异物,Foreign body in conjunctival sac
22247,T15.101,T15.1,结膜异物,Foreign body in conjunctival sac
22248,T15.102,T15.1,巩膜异物,Foreign body in conjunctival sac
22249,T15.103,T15.1,眼睑异物,Foreign body in conjunctival sac
22250,T15.800,T15.8,外眼特指部位异物,Foreign body in other and multiple parts of external eye
22251,T15.801,T15.8,多发性外眼异物,Foreign body in other and multiple parts of external eye
22252,T15.900,T15.9,外眼部位异物,"Foreign body on external eye, part unspecified"
22253,T16.00,T16,外耳异物,Foreign body in ear
22254,T16.01,T16,外耳道异物,Foreign body in ear
22255,T16.02,T16,中耳异物,Foreign body in ear
22256,T16.x00,T16,外耳异物,Foreign body in ear
22257,T17.000,T17.0,鼻窦内异物,Foreign body in nasal sinus
22258,T17.001,T17.0,上颌窦异物,Foreign body in nasal sinus
22259,T17.002,T17.0,筛窦异物,Foreign body in nasal sinus
22260,T17.100,T17.1,鼻孔内异物,Foreign body in nostril
22261,T17.101,T17.1,鼻腔异物,Foreign body in nostril
22262,T17.102,T17.1,鼻腔异物,Foreign body in nostril
22263,T17.200,T17.2,咽异物,Foreign body in pharynx
22264,T17.202,T17.2,咽异物,Foreign body in pharynx
22265,T17.300,T17.3,喉异物,Foreign body in larynx
22266,T17.400,T17.4,气管内异物,Foreign body in trachea
22267,T17.401,T17.4,气管异物,Foreign body in trachea
22268,T17.500,T17.5,支气管内异物,Foreign body in bronchus
22269,T17.501,T17.5,支气管异物,Foreign body in bronchus
22270,T17.800,T17.8,呼吸道特指部位异物,Foreign body in other and multiple parts of respiratory tract
22271,T17.801,T17.8,多发性呼吸道异物,Foreign body in other and multiple parts of respiratory tract
22272,T17.802,T17.8,细支气管内异物,Foreign body in other and multiple parts of respiratory tract
22273,T17.803,T17.8,肺粘液栓塞,Foreign body in other and multiple parts of respiratory tract
22274,T17.804,T17.8,肺异物,Foreign body in other and multiple parts of respiratory tract
22275,T17.900,T17.9,呼吸道异物,"Foreign body in respiratory tract, part unspecified"
22276,T17.901,T17.9,吸入或咽下痰或异物引起的呼吸道梗阻,"Foreign body in respiratory tract, part unspecified"
22277,T18.000,T18.0,口内异物,Foreign body in mouth
22278,T18.001,T18.0,口腔软组织异物,Foreign body in mouth
22279,T18.002,T18.0,舌异物,Foreign body in mouth
22280,T18.100,T18.1,食管内异物,Foreign body in oesophagus
22281,T18.101,T18.1,食管异物,Foreign body in oesophagus
22282,T18.200,T18.2,胃内异物,Foreign body in stomach
22283,T18.201,T18.2,胃内异物,Foreign body in stomach
22284,T18.300,T18.3,小肠内异物,Foreign body in small intestine
22285,T18.301,T18.3,十二指肠异物,Foreign body in small intestine
22286,T18.400,T18.4,结肠内异物,Foreign body in colon
22287,T18.500,T18.5,肛门和直肠内异物,Foreign body in anus and rectum
22288,T18.501,T18.5,直肠(或肠道)异物,Foreign body in anus and rectum
22289,T18.502,T18.5,直肠内异物,Foreign body in anus and rectum
22290,T18.702,T18,腹腔异物,Foreign body in alimentary tract
22291,T18.800,T18.8,腹腔异物,Foreign body in other and multiple parts of alimentary tract
22292,T18.801,T18.8,多发性消化道异物,Foreign body in other and multiple parts of alimentary tract
22293,T18.900,T18.9,消化道异物,"Foreign body in alimentary tract, part unspecified"
22294,T19.000,T19.0,尿道内异物,Foreign body in urethra
22295,T19.001,T19.0,尿道异物,Foreign body in urethra
22296,T19.100,T19.1,膀胱内异物,Foreign body in bladder
22297,T19.101,T19.1,膀胱异物,Foreign body in bladder
22298,T19.200,T19.2,外阴和阴道内异物,Foreign body in vulva and vagina
22299,T19.201,T19.2,阴道异物,Foreign body in vulva and vagina
22300,T19.202,T19.2,阴道内异物,Foreign body in vulva and vagina
22301,T19.300,T19.3,子宫内异物,Foreign body in uterus [any part]
22302,T19.800,T19.8,泌尿生殖道特指部位异物,Foreign body in other and multiple parts of genitourinary tract
22303,T19.801,T19.8,多发性泌尿生殖道异物,Foreign body in other and multiple parts of genitourinary tract
22304,T19.900,T19.9,泌尿生殖道异物,"Foreign body in genitourinary tract, part unspecified"
22305,T20.000,T20.0,头和颈烧（烫）伤,Burn of unspecified degree of head and neck
22306,T20.001,T20.0,耳烧伤,Burn of unspecified degree of head and neck
22307,T20.002,T20.0,面部烧（烫）伤,Burn of unspecified degree of head and neck
22308,T20.003,T20.0,面部烧(烫)伤,Burn of unspecified degree of head and neck
22309,T20.100,T20.1,头和颈一度烧(烫)伤,Burn of first degree of head and neck
22310,T20.200,T20.2,头和颈二度烧(烫)伤,Burn of second degree of head and neck
22311,T20.201,T20.2,面部浅Ⅱ度烧[烫]伤,Burn of second degree of head and neck
22312,T20.300,T20.3,头和颈三度烧(烫)伤,Burn of third degree of head and neck
22313,T20.400,T20.4,头和颈腐蚀伤,Corrosion of unspecified degree of head and neck
22314,T20.401,T20.4,耳化学性烧伤,Corrosion of unspecified degree of head and neck
22315,T20.500,T20.5,头和颈一度腐蚀伤,Corrosion of first degree of head and neck
22316,T20.600,T20.6,头和颈二度腐蚀伤,Corrosion of second degree of head and neck
22317,T20.700,T20.7,头和颈三度腐蚀伤,Corrosion of third degree of head and neck
22318,T21.000,T21.0,躯干烧(烫)伤,Burn of unspecified degree of trunk
22319,T21.100,T21.1,躯干一度烧(烫)伤,Burn of first degree of trunk
22320,T21.200,T21.2,躯干二度烧(烫)伤,Burn of second degree of trunk
22321,T21.300,T21.3,躯干三度烧(烫)伤,Burn of third degree of trunk
22322,T21.400,T21.4,躯干腐蚀伤,Corrosion of unspecified degree of trunk
22323,T21.500,T21.5,躯干一度腐蚀伤,Corrosion of first degree of trunk
22324,T21.600,T21.6,躯干二度腐蚀伤,Corrosion of second degree of trunk
22325,T21.700,T21.7,躯干三度腐蚀伤,Corrosion of third degree of trunk
22326,T22.000,T22.0,肩和上肢烧(烫)伤,"Burn of unspecified degree of shoulder and upper limb, except wrist and hand"
22327,T22.100,T22.1,肩和上肢一度烧(烫)伤,"Burn of first degree of shoulder and upper limb, except wrist and hand"
22328,T22.200,T22.2,肩和上肢二度烧(烫)伤,"Burn of second degree of shoulder and upper limb, except wrist and hand"
22329,T22.300,T22.3,肩和上肢三度烧(烫)伤,"Burn of third degree of shoulder and upper limb, except wrist and hand"
22330,T22.400,T22.4,肩和上肢腐蚀伤,"Corrosion of unspecified degree of shoulder and upper limb, except wrist and hand"
22331,T22.500,T22.5,肩和上肢一度腐蚀伤,"Corrosion of first degree of shoulder and upper limb, except wrist and hand"
22332,T22.600,T22.6,肩和上肢二度腐蚀伤,"Corrosion of second degree of shoulder and upper limb, except wrist and hand"
22333,T22.700,T22.7,肩和上肢三度腐蚀伤,"Corrosion of third degree of shoulder and upper limb, except wrist and hand"
22334,T23.000,T23.0,腕和手烧(烫)伤,Burn of unspecified degree of wrist and hand
22335,T23.100,T23.1,腕和手一度烧(烫)伤,Burn of first degree of wrist and hand
22336,T23.101,T23.1,腕一度烧伤,Burn of first degree of wrist and hand
22337,T23.200,T23.2,腕和手二度烧(烫)伤,Burn of second degree of wrist and hand
22338,T23.201,T23.2,双手Ⅱ度烫伤,Burn of second degree of wrist and hand
